"ID","wf1_group","wf2_group","r_corr","pra_linear","mandel_p_val","concavity","r2_linear","r2_adj_linear","mandel_stats"
"Limit Of Detection 029","Poor Linearity","LOD",0.862249,71.2743757596248,0.00962766408841952,171.261069303401,0.743473,0.692167,21.6661286401051
"Limit Of Detection 030","Poor Linearity","Poor Linearity",0.791089,65.8685810874495,0.0552122686696181,2155.07937284231,0.625822,0.550987,7.18392407871282
"Limit Of Detection 031","Good Linearity","Good Linearity",0.955937,83.104505110615,0.00167807512408352,214.880989766024,0.913815,0.896578,56.4766390674828
"Limit Of Detection 032","Poor Linearity","LOD",0.845758,70.3484568098875,0.0209605814259548,293.332350968656,0.715306,0.658368,13.6394383124768
"Limit Of Detection 033","Poor Linearity","LOD",0.860974,70.2836188040125,0.00727412015762083,579.377563169391,0.741277,0.689532,25.4172619000719
"Limit Of Detection 034","Poor Linearity","LOD",0.873599,72.0656584200581,0.0110450678172693,588.616484405934,0.763175,0.71581,20.0120247799468
"Limit Of Detection 035","Poor Linearity","LOD",0.871623,72.2559185385767,0.00519792667717604,1007.28561273533,0.759727,0.711673,30.6673537248581
"Limit Of Detection 036","Poor Linearity","LOD",0.870735,72.3672343125732,0.00578293720942074,493.883340922413,0.758179,0.709815,28.9045270265045
"Limit Of Detection 037","Poor Linearity","LOD",0.903671,74.819779857583,0.00384873383993428,1079.76378518046,0.816622,0.779946,36.172157635726
"Limit Of Detection 038","Poor Linearity","LOD",0.906264,77.352618884957,0.00112812423191699,217.064203175016,0.821314,0.785577,69.6068008036431
"Limit Of Detection 039","Poor Linearity","LOD",0.888228,73.9017227755748,0.0057034281263617,981.506961046657,0.788949,0.746739,29.1280731275096
"Limit Of Detection 040","Poor Linearity","LOD",0.891234,74.1463273850963,0.00239878521915484,1716.13410337116,0.794299,0.753158,46.6964764266862
"Limit Of Detection 041","Poor Linearity","LOD",0.891264,72.9192279090193,0.0127921588007269,811.71296193042,0.794352,0.753222,18.3651304336039
"Limit Of Detection 042","Poor Linearity","LOD",0.824151,66.6161062002755,0.0241381880211833,1589.55051615203,0.679225,0.61507,12.4908596812536
"Limit Of Detection 043","Poor Linearity","LOD",0.892304,75.7204196618859,0.00625446574763249,1451.08953427004,0.796206,0.755447,27.6676740041573
"Limit Of Detection 044","Poor Linearity","LOD",0.843088,71.3024586762855,0.0491429469427399,242.763130453625,0.710797,0.652956,7.80289059925553
"Limit Of Detection 045","Poor Linearity","LOD",0.855216,71.4002462789512,0.0172552020639335,1454.12144108518,0.731394,0.677673,15.3623489034016
"Limit Of Detection 046","Poor Linearity","LOD",0.872345,72.1744118878854,0.00621885361244344,1952.8418304998,0.760986,0.713184,27.7561456725914
"Limit Of Detection 047","Poor Linearity","LOD",0.872294,72.4545368224042,0.0144342101914251,488.075123340371,0.760897,0.713076,17.0988295059461
"Limit Of Detection 048","Poor Linearity","LOD",0.889862,74.121524977002,0.00193874268324024,1710.76633890697,0.791854,0.750225,52.3128699454853
